feature,Class,Category,Species.Name,Molecular.Species.Name,Structural.Species.Name,Level,Mass,Sum.Formula,Total.FA,Total.C,Total.DB,Total.OH,FA,FA.C,FA.DB,FA.OH,LCB,LCB2,LCB.C,LCB.DB,LCB.OH,LCB.Bond.Type,FA1,FA1.C,FA1.DB,FA1.OH,FA1.Bond.Type,FA2,FA2.C,FA2.DB,FA2.OH,FA2.Bond.Type,FA3,FA3.C,FA3.DB,FA3.OH,FA3.Bond.Type,FA4,FA4.C,FA4.DB,FA4.OH,FA4.Bond.Type,Lipid.Maps.Category,Lipid.Maps.Class,Lipid.Maps.Subclass,Cellular.Component,Function,Bond.type,Headgroup.Charge,Lateral.Diffusion,Bilayer.Thickness,Intrinsic.Curvature,Transition.Temperature,FA.Unsaturation.Category1,FA.Unsaturation.Category2,FA.Chain.Length.Category1,FA.Chain.Length.Category2,FA.Chain.Length.Category3,LION.abbr,GATOM.abbr,LIPIDMAPS.reaction.abbr
DG 34:3,DG,GL,DG 34:3,,,SPECIES,590.49103,C37H66O5,34:3,34,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(34:3),DG(34:3),1_2-DG
DG 34:4,DG,GL,DG 34:4,,,SPECIES,588.47538,C37H64O5,34:4,34,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(34:4),DG(34:4),1_2-DG
DG 34:5,DG,GL,DG 34:5,,,SPECIES,586.45973,C37H62O5,34:5,34,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(34:5),DG(34:5),1_2-DG
DG 34:6,DG,GL,DG 34:6,,,SPECIES,584.44408,C37H60O5,34:6,34,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(34:6),DG(34:6),1_2-DG
DG 36:0,DG,GL,DG 36:0,,,SPECIES,624.56928,C39H76O5,36:0,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(36:0),DG(36:0),1_2-DG
DG 36:1,DG,GL,DG 36:1,,,SPECIES,622.55363,C39H74O5,36:1,36,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(36:1),DG(36:1),1_2-DG
DG 36:2,DG,GL,DG 36:2,,,SPECIES,620.53798,C39H72O5,36:2,36,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(36:2),DG(36:2),1_2-DG
DG 36:3,DG,GL,DG 36:3,,,SPECIES,618.52233,C39H70O5,36:3,36,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(36:3),DG(36:3),1_2-DG
DG 36:4,DG,GL,DG 36:4,,,SPECIES,616.50668,C39H68O5,36:4,36,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(36:4),DG(36:4),1_2-DG
DG 36:5,DG,GL,DG 36:5,,,SPECIES,614.49103,C39H66O5,36:5,36,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(36:5),DG(36:5),1_2-DG
DG 36:6,DG,GL,DG 36:6,,,SPECIES,612.47538,C39H64O5,36:6,36,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(36:6),DG(36:6),1_2-DG
DG 38:0,DG,GL,DG 38:0,,,SPECIES,652.60058,C41H80O5,38:0,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(38:0),DG(38:0),1_2-DG
DG 38:1,DG,GL,DG 38:1,,,SPECIES,650.58493,C41H78O5,38:1,38,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(38:1),DG(38:1),1_2-DG
DG 38:2,DG,GL,DG 38:2,,,SPECIES,648.56928,C41H76O5,38:2,38,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(38:2),DG(38:2),1_2-DG
DG 38:3,DG,GL,DG 38:3,,,SPECIES,646.55363,C41H74O5,38:3,38,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(38:3),DG(38:3),1_2-DG
DG 38:4,DG,GL,DG 38:4,,,SPECIES,644.53798,C41H72O5,38:4,38,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(38:4),DG(38:4),1_2-DG
DG 38:5,DG,GL,DG 38:5,,,SPECIES,642.52233,C41H70O5,38:5,38,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(38:5),DG(38:5),1_2-DG
DG 38:6,DG,GL,DG 38:6,,,SPECIES,640.50668,C41H68O5,38:6,38,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(38:6),DG(38:6),1_2-DG
DG 40:0,DG,GL,DG 40:0,,,SPECIES,680.63188,C43H84O5,40:0,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(40:0),DG(40:0),1_2-DG
DG 40:1,DG,GL,DG 40:1,,,SPECIES,678.61623,C43H82O5,40:1,40,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(40:1),DG(40:1),1_2-DG
DG 40:2,DG,GL,DG 40:2,,,SPECIES,676.60058,C43H80O5,40:2,40,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(40:2),DG(40:2),1_2-DG
DG 40:3,DG,GL,DG 40:3,,,SPECIES,674.58493,C43H78O5,40:3,40,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(40:3),DG(40:3),1_2-DG
DG 40:4,DG,GL,DG 40:4,,,SPECIES,672.56928,C43H76O5,40:4,40,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(40:4),DG(40:4),1_2-DG
DG 40:5,DG,GL,DG 40:5,,,SPECIES,670.55363,C43H74O5,40:5,40,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(40:5),DG(40:5),1_2-DG
DG 40:6,DG,GL,DG 40:6,,,SPECIES,668.53798,C43H72O5,40:6,40,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(40:6),DG(40:6),1_2-DG
TG 42:0,TG,GL,TG 42:0,,,SPECIES,722.64244,C45H86O6,42:0,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(42:0),TG(42:0),TG
TG 42:1,TG,GL,TG 42:1,,,SPECIES,720.62679,C45H84O6,42:1,42,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(42:1),TG(42:1),TG
TG 42:2,TG,GL,TG 42:2,,,SPECIES,718.61114,C45H82O6,42:2,42,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(42:2),TG(42:2),TG
TG 44:0,TG,GL,TG 44:0,,,SPECIES,750.67374,C47H90O6,44:0,44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(44:0),TG(44:0),TG
TG 44:1,TG,GL,TG 44:1,,,SPECIES,748.65809,C47H88O6,44:1,44,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(44:1),TG(44:1),TG
TG 44:2,TG,GL,TG 44:2,,,SPECIES,746.64244,C47H86O6,44:2,44,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(44:2),TG(44:2),TG
TG 46:0,TG,GL,TG 46:0,,,SPECIES,778.70504,C49H94O6,46:0,46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(46:0),TG(46:0),TG
TG 46:1,TG,GL,TG 46:1,,,SPECIES,776.68939,C49H92O6,46:1,46,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(46:1),TG(46:1),TG
TG 46:2,TG,GL,TG 46:2,,,SPECIES,774.67374,C49H90O6,46:2,46,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(46:2),TG(46:2),TG
TG 46:3,TG,GL,TG 46:3,,,SPECIES,772.65809,C49H88O6,46:3,46,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(46:3),TG(46:3),TG
TG 48:0,TG,GL,TG 48:0,,,SPECIES,806.73634,C51H98O6,48:0,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(48:0),TG(48:0),TG
TG 48:1,TG,GL,TG 48:1,,,SPECIES,804.72069,C51H96O6,48:1,48,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(48:1),TG(48:1),TG
TG 48:2,TG,GL,TG 48:2,,,SPECIES,802.70504,C51H94O6,48:2,48,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(48:2),TG(48:2),TG
TG 48:3,TG,GL,TG 48:3,,,SPECIES,800.68939,C51H92O6,48:3,48,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(48:3),TG(48:3),TG
TG 48:4,TG,GL,TG 48:4,,,SPECIES,798.67374,C51H90O6,48:4,48,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(48:4),TG(48:4),TG
TG 49:1,TG,GL,TG 49:1,,,SPECIES,818.73634,C52H98O6,49:1,49,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(49:1),TG(49:1),TG
TG 49:2,TG,GL,TG 49:2,,,SPECIES,816.72069,C52H96O6,49:2,49,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(49:2),TG(49:2),TG
TG 50:0,TG,GL,TG 50:0,,,SPECIES,834.76764,C53H102O6,50:0,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(50:0),TG(50:0),TG
TG 50:1,TG,GL,TG 50:1,,,SPECIES,832.75199,C53H100O6,50:1,50,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(50:1),TG(50:1),TG
TG 50:2,TG,GL,TG 50:2,,,SPECIES,830.73634,C53H98O6,50:2,50,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(50:2),TG(50:2),TG
TG 50:3,TG,GL,TG 50:3,,,SPECIES,828.72069,C53H96O6,50:3,50,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(50:3),TG(50:3),TG
TG 50:4,TG,GL,TG 50:4,,,SPECIES,826.70504,C53H94O6,50:4,50,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(50:4),TG(50:4),TG
TG 50:5,TG,GL,TG 50:5,,,SPECIES,824.68939,C53H92O6,50:5,50,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(50:5),TG(50:5),TG
TG 51:1,TG,GL,TG 51:1,,,SPECIES,846.76764,C54H102O6,51:1,51,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(51:1),TG(51:1),TG
TG 51:2,TG,GL,TG 51:2,,,SPECIES,844.75199,C54H100O6,51:2,51,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(51:2),TG(51:2),TG
TG 51:3,TG,GL,TG 51:3,,,SPECIES,842.73634,C54H98O6,51:3,51,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(51:3),TG(51:3),TG
TG 51:4,TG,GL,TG 51:4,,,SPECIES,840.72069,C54H96O6,51:4,51,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(51:4),TG(51:4),TG
TG 52:0,TG,GL,TG 52:0,,,SPECIES,862.79894,C55H106O6,52:0,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(52:0),TG(52:0),TG
TG 52:1,TG,GL,TG 52:1,,,SPECIES,860.78329,C55H104O6,52:1,52,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(52:1),TG(52:1),TG
TG 52:2,TG,GL,TG 52:2,,,SPECIES,858.76764,C55H102O6,52:2,52,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(52:2),TG(52:2),TG
TG 52:3,TG,GL,TG 52:3,,,SPECIES,856.75199,C55H100O6,52:3,52,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(52:3),TG(52:3),TG
TG 52:4,TG,GL,TG 52:4,,,SPECIES,854.73634,C55H98O6,52:4,52,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(52:4),TG(52:4),TG
TG 52:5,TG,GL,TG 52:5,,,SPECIES,852.72069,C55H96O6,52:5,52,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(52:5),TG(52:5),TG
TG 52:6,TG,GL,TG 52:6,,,SPECIES,850.70504,C55H94O6,52:6,52,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(52:6),TG(52:6),TG
TG 52:7,TG,GL,TG 52:7,,,SPECIES,848.68939,C55H92O6,52:7,52,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(52:7),TG(52:7),TG
TG 53:2,TG,GL,TG 53:2,,,SPECIES,872.78329,C56H104O6,53:2,53,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(53:2),TG(53:2),TG
TG 53:3,TG,GL,TG 53:3,,,SPECIES,870.76764,C56H102O6,53:3,53,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(53:3),TG(53:3),TG
TG 53:4,TG,GL,TG 53:4,,,SPECIES,868.75199,C56H100O6,53:4,53,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(53:4),TG(53:4),TG
TG 53:5,TG,GL,TG 53:5,,,SPECIES,866.73634,C56H98O6,53:5,53,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(53:5),TG(53:5),TG
TG 54:0,TG,GL,TG 54:0,,,SPECIES,890.83024,C57H110O6,54:0,54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(54:0),TG(54:0),TG
TG 54:1,TG,GL,TG 54:1,,,SPECIES,888.81459,C57H108O6,54:1,54,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(54:1),TG(54:1),TG
TG 54:2,TG,GL,TG 54:2,,,SPECIES,886.79894,C57H106O6,54:2,54,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(54:2),TG(54:2),TG
TG 54:3,TG,GL,TG 54:3,,,SPECIES,884.78329,C57H104O6,54:3,54,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(54:3),TG(54:3),TG
TG 54:4,TG,GL,TG 54:4,,,SPECIES,882.76764,C57H102O6,54:4,54,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(54:4),TG(54:4),TG
TG 54:5,TG,GL,TG 54:5,,,SPECIES,880.75199,C57H100O6,54:5,54,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(54:5),TG(54:5),TG
TG 54:6,TG,GL,TG 54:6,,,SPECIES,878.73634,C57H98O6,54:6,54,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(54:6),TG(54:6),TG
TG 54:7,TG,GL,TG 54:7,,,SPECIES,876.72069,C57H96O6,54:7,54,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(54:7),TG(54:7),TG
TG 56:2,TG,GL,TG 56:2,,,SPECIES,914.83024,C59H110O6,56:2,56,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(56:2),TG(56:2),TG
TG 56:3,TG,GL,TG 56:3,,,SPECIES,912.81459,C59H108O6,56:3,56,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(56:3),TG(56:3),TG
TG 56:4,TG,GL,TG 56:4,,,SPECIES,910.79894,C59H106O6,56:4,56,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(56:4),TG(56:4),TG
TG 56:5,TG,GL,TG 56:5,,,SPECIES,908.78329,C59H104O6,56:5,56,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(56:5),TG(56:5),TG
TG 56:6,TG,GL,TG 56:6,,,SPECIES,906.76764,C59H102O6,56:6,56,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(56:6),TG(56:6),TG
TG 56:7,TG,GL,TG 56:7,,,SPECIES,904.75199,C59H100O6,56:7,56,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],triradylglycerols [GL03],triacylglycerols [GL0301],lipid droplet,lipid storage,,headgroup with neutral charge,,,,,,,,,,TG(56:7),TG(56:7),TG
